transaction_id,transaction_date,member_id,book_id,quantity,discount_percent,store_id
734,2020-09-14,155,11,3,5,8
735,2019-02-24,238,190,1,20,3
736,2022-08-04,135,40,3,20,7
737,2022-09-25,64,121,2,0,9
738,2022-08-13,252,46,1,0,4
739,2019-05-17,142,31,3,10,6
740,2022-03-04,298,93,2,5,6
741,2023-08-03,244,161,2,0,4
742,2023-09-28,295,132,1,0,2
743,2020-10-16,30,149,3,5,10
744,2019-04-19,183,35,2,0,10
745,2020-08-16,183,108,3,0,2
746,2020-02-01,40,164,3,20,5
747,2023-03-22,49,47,3,0,8
748,2023-06-27,162,83,2,0,9
749,2021-12-30,186,176,2,10,12
750,2019-10-08,74,211,2,10,2
751,2020-11-27,249,96,1,0,1
752,2020-03-28,80,56,1,20,5
753,2022-11-13,287,204,3,20,8
754,2022-02-02,273,217,1,15,4
755,2019-08-27,236,107,1,20,12
756,2020-12-14,9,237,3,0,6
757,2022-05-08,72,93,2,10,6
758,2023-03-05,156,45,1,20,2
759,2019-10-19,66,57,1,15,4
760,2019-09-24,65,79,2,0,3
761,2019-02-08,58,177,2,20,12
762,2020-02-07,221,194,1,0,2
763,2019-05-02,263,204,1,5,8
764,2019-05-16,130,233,3,0,2
765,2022-05-17,50,3,3,0,12
766,2022-10-05,103,231,1,0,10
767,2020-07-22,75,24,2,10,4
768,2023-05-19,83,91,3,15,5
769,2019-05-20,259,62,3,0,8
770,2020-03-20,8,196,1,15,5
771,2023-03-25,145,247,1,10,10
772,2021-10-29,51,250,3,20,3
773,2022-04-22,188,122,2,0,4
774,2023-09-06,55,173,2,0,10
775,2020-04-11,110,109,1,5,5
776,2021-08-12,161,195,3,0,12
777,2022-12-14,254,35,3,0,11
778,2020-11-02,21,185,1,5,12
779,2022-05-14,146,99,2,15,6
780,2022-02-08,228,176,2,5,3
781,2023-10-21,220,219,2,0,3
782,2019-01-27,189,241,2,15,10
783,2021-06-16,54,173,3,10,1
784,2019-10-21,44,174,2,5,12
785,2019-12-12,53,178,2,0,4
786,2020-02-15,102,250,2,10,11
787,2023-01-25,120,32,2,5,1
788,2020-07-13,298,196,3,20,8
789,2021-09-01,205,242,3,15,11
790,2021-11-13,208,244,1,0,6
791,2019-09-08,233,197,2,0,12
792,2019-10-03,119,128,1,0,9
793,2021-10-17,28,189,1,15,12
794,2022-05-23,92,249,2,15,1
795,2022-06-30,156,40,1,0,8
796,2023-06-12,267,170,1,5,6
797,2021-10-30,255,76,3,0,6
798,2019-02-06,277,88,1,20,5
799,2021-07-10,61,111,2,0,1
800,2019-03-09,236,114,3,0,2
801,2019-12-03,156,169,2,5,4
802,2021-03-07,160,35,1,5,4
803,2022-02-08,252,146,3,15,9
804,2022-02-25,241,147,1,20,6
805,2020-06-23,29,130,3,5,1
806,2022-10-17,194,249,2,0,8
807,2022-04-24,32,83,1,0,2
808,2023-07-16,188,215,3,15,11
809,2019-07-19,175,7,2,5,1
810,2019-04-26,211,92,1,15,11
811,2020-10-01,121,64,1,10,9
812,2019-08-23,34,234,1,0,7
813,2019-03-18,276,6,3,5,11
814,2021-11-20,217,222,2,5,8
815,2019-02-15,241,6,2,0,8
816,2022-03-18,200,147,2,0,11
817,2021-10-14,106,26,3,10,11
818,2020-09-05,86,87,2,0,8
819,2023-10-02,255,52,1,20,9
820,2020-08-11,275,216,1,0,3
821,2023-07-06,294,77,3,0,1
822,2023-09-25,48,191,1,10,4
823,2019-05-18,173,152,3,10,7
824,2020-12-12,219,122,1,20,3
825,2023-07-05,155,167,2,0,5
826,2020-02-14,277,170,2,5,11
827,2022-10-07,264,65,3,20,6
828,2022-12-11,10,47,1,10,9
829,2022-09-15,256,148,3,20,3
830,2022-07-30,240,241,3,10,7
831,2023-01-28,223,219,1,15,8
832,2021-08-05,103,134,1,0,11
833,2021-04-20,154,39,1,0,1
834,2020-06-30,105,163,2,20,1
835,2022-11-07,83,166,1,10,7
836,2019-11-04,123,104,1,0,12
837,2021-09-21,159,63,2,10,6
838,2019-11-23,19,109,1,0,3
839,2022-09-10,133,8,1,10,7
840,2021-09-22,22,165,1,20,4
841,2022-05-17,43,15,1,0,11
842,2022-10-07,209,231,1,15,11
843,2019-08-18,72,102,3,10,3
844,2022-09-22,62,129,3,20,5
845,2021-10-13,269,244,1,0,7
846,2020-11-05,63,154,3,20,11
847,2023-03-04,200,189,2,0,4
848,2019-12-25,74,56,2,0,12
849,2023-11-03,210,113,1,10,7
850,2022-12-03,274,126,2,0,11
851,2022-10-30,217,140,2,0,6
852,2021-08-31,75,226,2,15,11
853,2022-08-14,158,211,1,10,2
854,2023-06-04,28,216,1,15,4
855,2020-09-25,283,65,3,15,1
856,2023-11-11,63,93,2,0,5
857,2020-06-07,5,100,1,0,1
858,2020-03-06,121,240,1,20,7
859,2020-10-11,225,235,3,20,9
860,2023-11-10,18,105,2,0,7
861,2023-01-09,212,121,1,5,11
862,2020-06-18,83,212,1,10,4
863,2023-02-02,216,91,3,20,8
864,2022-11-24,168,189,1,0,6
865,2021-06-27,95,165,3,20,9
866,2020-02-14,2,35,2,15,1
867,2019-08-15,295,81,1,0,12
868,2022-11-05,67,133,2,5,8
869,2019-10-01,245,116,1,0,4
870,2020-02-11,168,176,2,0,7
871,2023-11-30,94,95,3,5,1
872,2022-02-17,11,58,3,15,2
873,2021-08-05,118,161,2,0,12
874,2021-04-01,87,180,2,10,2
875,2019-07-02,134,154,1,0,10
876,2019-01-29,291,243,3,15,12
877,2021-10-09,233,112,1,0,9
878,2023-11-01,105,183,2,20,3
879,2019-09-24,254,74,1,5,1
880,2023-01-28,111,154,1,15,7
881,2023-06-11,93,108,1,0,1
882,2022-06-19,135,75,1,5,3
883,2022-08-18,299,95,1,5,9
884,2023-11-20,241,3,3,0,10
885,2021-02-24,109,102,2,15,4
886,2019-07-15,132,189,1,10,12
887,2021-08-22,171,14,3,0,3
888,2020-06-03,24,241,3,10,2
889,2022-10-06,155,98,1,0,1
890,2022-04-03,287,248,2,0,2
891,2020-11-25,258,44,1,5,6
892,2021-12-22,163,23,1,5,4
893,2019-04-01,60,67,2,0,11
894,2021-01-08,144,224,2,5,4
895,2023-08-26,135,232,2,20,8
896,2019-12-04,161,133,3,0,1
897,2023-10-14,78,126,3,15,5
898,2020-01-22,226,205,1,0,2
899,2021-08-21,94,59,1,0,2
900,2019-08-26,240,181,1,5,1
901,2022-02-22,183,114,2,5,4
902,2023-11-11,58,127,1,0,4
903,2023-11-14,48,90,1,0,3
904,2021-11-07,87,214,2,20,4
905,2022-04-10,300,145,3,0,3
906,2021-05-02,293,197,1,0,10
907,2019-07-13,256,197,1,0,9
908,2021-02-04,63,73,1,10,1
909,2019-03-01,166,215,2,0,10
910,2022-07-10,246,213,3,0,6
911,2019-03-31,3,169,3,15,11
912,2023-02-07,232,244,3,15,11
913,2023-06-30,109,34,2,15,2
914,2019-05-25,29,83,3,10,4
915,2020-06-06,48,98,1,0,1
916,2019-02-12,205,248,1,20,12
917,2020-08-06,199,42,3,15,1
918,2021-10-02,62,40,2,20,7
919,2022-05-20,159,189,2,0,9
920,2021-11-15,50,171,2,0,11
921,2020-07-03,199,115,3,10,6
922,2023-07-19,47,109,3,0,1
923,2021-05-22,223,48,1,0,9
924,2022-10-17,175,132,3,0,6
925,2021-12-15,80,176,3,15,6
926,2021-08-16,43,135,1,5,7
927,2019-11-01,245,233,3,0,7
928,2021-12-07,154,232,2,5,3
929,2019-06-06,25,146,3,0,5
930,2021-04-25,262,28,2,0,1
931,2020-12-28,292,170,3,0,7
932,2019-08-22,258,21,3,15,2
933,2023-09-23,92,119,1,5,10
934,2020-09-01,214,22,3,0,4
935,2021-07-10,233,186,2,10,9
936,2020-01-15,96,88,3,0,3
937,2019-08-06,133,155,3,5,9
938,2019-08-27,3,5,1,0,1
939,2022-11-17,245,168,3,5,6
940,2022-06-20,250,248,3,20,7
941,2019-06-29,203,93,1,0,7
942,2023-07-30,98,4,3,0,12
943,2020-03-04,97,249,3,5,2
944,2023-09-21,124,38,3,15,1
945,2023-04-26,45,49,1,5,7
946,2019-08-27,217,122,1,0,2
947,2021-08-23,228,190,2,0,6
948,2020-08-26,125,150,2,10,3
949,2019-07-30,171,14,3,15,2
950,2023-02-18,213,111,3,10,6
951,2019-03-17,284,188,2,5,7
952,2023-01-24,263,125,3,10,8
953,2023-01-02,250,232,3,0,3
954,2020-10-08,217,5,1,10,8
955,2019-08-28,214,69,3,5,6
956,2022-11-29,178,241,1,5,6
957,2020-01-29,148,42,2,5,4
958,2020-03-25,119,113,3,10,5
959,2020-08-23,240,87,3,15,10
960,2022-08-29,214,100,2,15,9
961,2022-06-27,242,204,2,0,10
962,2021-09-15,45,177,1,0,9
963,2021-10-04,81,52,2,0,8
964,2020-04-25,253,242,3,0,7
965,2020-06-18,10,13,3,0,11
966,2019-03-07,90,41,1,20,5
967,2022-06-18,221,87,1,0,12
968,2020-06-12,115,144,2,0,6
969,2020-07-01,24,197,3,0,5
970,2022-10-03,264,224,3,0,8
971,2023-09-20,225,13,1,20,6
972,2022-06-02,55,250,1,20,8
973,2021-11-04,288,211,1,0,2
974,2021-01-10,61,162,3,0,3
975,2021-10-17,227,75,1,15,5
976,2023-08-05,187,40,1,0,11
977,2021-05-01,104,218,1,20,6
978,2020-08-10,243,63,1,10,11
979,2023-01-04,137,22,2,20,11
980,2023-03-23,126,93,3,20,10
981,2023-07-01,117,108,2,5,10
982,2023-10-12,210,236,3,10,6
983,2019-10-26,16,93,1,20,6
984,2019-06-23,265,184,2,0,12
985,2019-05-06,85,103,1,5,1
986,2019-04-29,78,170,3,15,8
987,2021-05-08,267,205,3,5,7
988,2023-01-17,284,180,2,15,7
989,2023-08-21,177,233,3,0,2
990,2021-04-07,76,157,3,5,4
991,2023-06-03,279,53,3,10,8
992,2021-04-08,177,114,1,20,9
993,2019-03-17,155,226,2,10,12
994,2022-01-12,65,100,1,0,5
995,2020-10-01,262,24,2,10,5
996,2019-02-27,82,194,3,20,2
997,2023-09-01,133,152,2,20,3
998,2019-08-15,217,186,1,15,5
999,2022-07-08,191,216,2,10,7
1000,2019-09-13,25,32,2,5,9
1001,2020-11-25,3,147,3,0,6
1002,2022-07-09,290,149,3,15,4
1003,2020-09-04,120,217,3,0,11
1004,2019-10-14,294,201,2,15,9
1005,2020-11-02,127,134,3,10,12
1006,2019-07-20,185,50,3,0,6
1007,2019-07-08,211,109,2,0,12
1008,2020-03-15,67,228,1,5,6
1009,2022-04-19,270,95,3,10,1
1010,2022-04-11,203,200,3,5,7
1011,2021-09-29,226,109,2,15,4
1012,2021-11-01,84,211,2,0,10
1013,2022-12-13,235,183,3,10,10
1014,2021-08-27,109,31,3,0,6
1015,2019-09-01,287,41,2,10,11
1016,2022-03-16,62,29,1,0,11
1017,2021-01-30,79,134,2,0,12
1018,2019-02-27,151,78,1,20,6
1019,2020-09-16,216,37,1,0,2
1020,2019-09-08,251,47,2,10,2
1021,2021-09-12,23,18,2,10,1
1022,2023-05-20,232,145,2,5,11
1023,2021-10-30,68,214,2,15,10
1024,2021-07-08,231,195,3,0,9
1025,2022-09-22,46,84,2,10,8
1026,2020-11-25,120,100,1,10,1
1027,2020-07-22,227,246,1,15,4
1028,2019-02-20,85,222,3,10,4
1029,2022-08-14,159,204,3,0,5
1030,2022-06-21,44,144,3,10,3
1031,2021-12-04,28,194,2,0,8
1032,2022-09-10,10,129,1,10,12
1033,2023-05-31,10,247,1,0,7
1034,2019-06-23,297,213,3,20,6
1035,2022-04-21,165,156,2,0,1
1036,2021-06-14,12,221,2,0,11
1037,2021-02-21,271,7,1,0,11
1038,2019-12-11,51,30,1,0,5
1039,2019-11-12,131,47,2,0,12
1040,2022-06-12,87,174,1,0,2
1041,2021-03-09,30,7,2,0,7
1042,2020-06-12,212,37,1,5,11
1043,2023-03-21,104,14,3,10,3
1044,2023-03-21,253,61,2,10,5
1045,2019-05-05,59,244,2,0,7
1046,2021-09-18,209,142,2,0,12
1047,2020-07-05,120,163,3,10,2
1048,2023-04-12,52,173,3,10,3
1049,2022-03-09,65,202,2,5,7
1050,2023-05-23,257,22,2,0,3
1051,2022-01-05,87,139,3,5,3
1052,2023-07-23,22,116,3,5,2
1053,2019-05-04,86,75,2,5,2
1054,2021-02-17,129,154,3,0,9
1055,2020-07-30,300,55,1,0,5
1056,2019-05-24,274,190,1,0,8
1057,2023-01-24,63,102,2,10,10
1058,2022-06-04,222,225,2,10,3
1059,2020-06-19,176,227,3,20,9
1060,2022-09-18,140,116,2,0,3
1061,2020-11-03,236,54,3,0,8
1062,2021-09-02,2,35,1,0,8
1063,2022-02-12,89,173,3,15,1
1064,2019-06-16,202,126,3,20,5
1065,2019-03-05,40,167,3,20,5
1066,2023-07-23,64,114,3,5,11
1067,2023-09-15,199,92,3,20,10
1068,2021-01-28,64,3,2,0,6
1069,2019-02-10,114,3,2,20,4
1070,2019-07-04,184,175,3,20,3
1071,2020-03-28,156,161,2,0,4
1072,2020-07-28,186,248,3,5,2
1073,2020-02-06,108,181,3,20,2
1074,2022-03-11,57,102,2,10,7
1075,2022-09-13,283,44,3,15,3
1076,2019-05-14,290,173,1,10,10
1077,2020-06-15,34,191,1,10,10
1078,2023-05-22,268,226,1,0,4
1079,2022-10-20,12,218,3,10,4
1080,2019-01-05,287,65,3,5,6
1081,2021-06-04,27,173,2,20,11
1082,2021-11-27,63,71,2,5,9
1083,2023-01-17,265,93,1,0,2
1084,2021-07-08,216,72,1,0,5
1085,2019-06-17,100,101,1,10,11
1086,2021-05-17,116,189,1,0,4
1087,2020-09-28,85,51,3,0,11
1088,2021-09-09,50,161,1,5,2
1089,2020-05-21,172,152,2,0,7
1090,2023-08-10,175,62,3,0,2
1091,2023-05-08,122,204,3,10,12
1092,2021-07-03,49,113,1,10,9
1093,2021-02-11,32,22,3,0,2
1094,2023-07-02,66,17,1,5,2
1095,2019-07-28,222,78,1,15,12
1096,2023-10-07,27,144,2,5,7
1097,2023-11-06,211,25,3,10,3
1098,2021-02-25,6,160,2,5,6
1099,2022-08-26,52,226,1,15,11
1100,2022-04-18,265,117,1,0,11
1101,2022-12-31,7,27,3,0,8
1102,2019-09-16,100,203,3,15,8
1103,2021-09-12,182,66,3,15,1
1104,2019-10-09,96,114,1,20,3
1105,2022-04-12,66,16,3,5,7
1106,2022-04-10,184,246,1,10,7
1107,2022-05-20,241,38,2,0,7
1108,2022-04-16,5,95,3,15,5
1109,2021-11-04,30,38,3,20,3
1110,2020-12-05,28,220,1,0,1
1111,2020-11-30,104,164,3,0,12
1112,2022-11-19,240,122,3,0,8
1113,2020-09-05,172,145,2,5,8
1114,2023-11-30,54,42,1,20,6
1115,2022-08-01,113,127,3,0,2
1116,2020-03-12,239,59,2,0,8
1117,2021-02-08,170,189,2,0,4
1118,2019-01-21,4,48,2,0,11
1119,2019-10-19,285,8,2,0,12
1120,2019-03-31,300,50,1,0,11
1121,2020-03-24,146,51,3,0,10
1122,2020-05-18,174,45,1,0,5
1123,2019-07-27,91,6,3,0,7
1124,2023-06-01,195,36,2,0,9
1125,2021-07-23,108,240,2,0,7
1126,2019-12-17,191,208,3,10,9
1127,2019-05-14,223,226,1,0,4
1128,2020-01-28,67,226,2,10,3
1129,2022-05-12,192,178,3,5,11
1130,2022-04-17,24,63,3,0,8
1131,2020-05-21,77,76,3,0,11
1132,2023-10-10,144,204,3,10,10
1133,2023-01-29,251,227,2,0,3
1134,2021-11-07,34,203,3,5,10
1135,2021-10-18,261,193,2,10,11
1136,2021-02-04,165,46,3,10,4
1137,2020-07-03,254,124,2,10,6
1138,2019-03-16,299,164,1,0,9
1139,2023-11-03,104,230,2,0,6
1140,2021-02-11,157,56,1,10,1
1141,2022-02-01,192,240,1,0,7
1142,2021-06-29,44,193,2,10,7
1143,2021-08-10,299,59,3,10,2
1144,2021-08-15,219,87,2,5,6
1145,2020-07-13,255,95,1,5,11
1146,2020-06-27,227,46,1,15,3
1147,2023-09-22,43,92,3,10,7
1148,2020-04-11,41,140,1,0,7
1149,2022-01-23,185,19,2,0,2
1150,2020-09-11,169,51,3,15,7
1151,2022-12-16,141,217,1,10,3
1152,2019-01-18,279,219,2,20,7
1153,2021-04-10,178,73,3,20,1
1154,2022-09-01,7,194,1,10,6
1155,2020-04-09,204,222,3,15,3
1156,2021-11-22,243,54,3,10,3
1157,2023-07-26,240,194,2,5,4
1158,2023-09-29,44,203,2,0,11
1159,2021-06-17,214,198,3,5,3
1160,2022-03-28,192,8,1,20,10
1161,2023-07-18,5,79,2,15,6
1162,2021-05-21,116,87,2,15,1
1163,2020-10-29,276,196,1,10,7
1164,2019-11-11,17,146,3,0,10
1165,2021-02-19,294,162,2,0,1
1166,2020-01-21,274,17,1,5,1
1167,2022-08-01,292,85,1,0,6
1168,2022-02-06,54,44,1,0,9
1169,2020-01-18,251,212,1,0,2
1170,2020-02-26,198,234,2,0,7
1171,2021-07-20,269,169,2,0,12
1172,2020-10-31,6,133,2,20,10
1173,2019-09-22,81,101,2,10,12
1174,2023-11-08,36,123,1,0,1
1175,2021-06-04,106,223,3,20,7
1176,2022-05-21,244,171,2,10,10
1177,2023-01-07,104,151,2,15,5
1178,2019-10-20,104,71,1,5,2
1179,2023-07-12,205,212,3,0,8
1180,2021-07-31,292,85,3,5,6
1181,2022-08-16,47,11,2,5,7
1182,2022-06-09,153,180,1,20,1
1183,2022-06-19,128,107,2,15,10
1184,2020-01-11,197,118,3,15,9
1185,2019-03-31,202,25,1,0,4
1186,2022-09-27,276,71,3,0,7
1187,2021-04-22,112,186,3,20,6
1188,2023-03-28,189,32,3,0,12
1189,2021-07-12,167,197,2,0,1
1190,2021-08-04,260,54,1,0,2
1191,2020-12-04,237,164,2,15,1
1192,2019-03-19,100,220,2,0,1
1193,2022-10-04,70,30,2,15,11
1194,2019-06-19,237,125,3,10,12
1195,2021-08-22,225,63,2,20,10
1196,2023-09-14,83,216,3,0,10
1197,2019-09-12,91,26,3,10,7
1198,2022-10-07,87,101,1,20,12
1199,2021-06-21,140,174,1,0,10
1200,2021-12-26,18,56,2,0,9
1201,2023-07-20,25,179,3,10,9
1202,2022-11-14,53,170,2,0,1
1203,2023-05-01,3,14,1,5,2
1204,2020-05-03,128,238,1,0,11
1205,2019-01-30,216,5,1,0,2
1206,2019-07-17,33,175,3,20,3
1207,2021-05-01,86,43,1,10,2
1208,2022-02-25,168,209,1,15,11
1209,2021-03-20,107,160,1,5,5
1210,2020-12-31,110,60,1,0,12
1211,2020-10-09,206,4,2,0,9
1212,2019-05-16,235,55,2,15,3
1213,2019-05-18,189,167,2,0,2
1214,2022-12-30,256,78,3,10,12
1215,2022-05-13,129,44,3,0,12
1216,2023-04-29,199,179,1,15,9
1217,2023-04-09,90,86,2,15,9
1218,2020-11-17,247,218,3,0,12
1219,2021-02-22,300,234,3,10,6
1220,2022-04-18,120,190,1,15,5
1221,2023-04-04,11,60,2,0,8
1222,2022-06-23,220,61,1,0,3
1223,2020-08-30,192,36,1,0,6
1224,2019-03-19,105,97,3,0,9
1225,2023-12-02,228,154,1,0,4
1226,2023-05-31,163,72,1,20,9
1227,2023-07-23,213,134,1,0,9
1228,2020-05-11,170,59,3,0,11
1229,2022-11-26,128,14,1,15,9
1230,2020-10-20,196,156,2,0,5
1231,2023-11-17,4,162,1,5,12
1232,2022-07-23,99,245,1,0,2
1233,2022-04-28,47,33,1,10,10
1234,2021-05-22,260,61,2,15,12
1235,2020-02-09,85,80,2,0,4
1236,2020-08-07,128,46,2,10,7
1237,2023-11-02,104,248,2,20,7
1238,2021-02-12,185,21,2,0,1
1239,2022-06-02,217,113,2,15,5
1240,2019-02-10,80,195,2,20,6
1241,2022-05-03,43,110,1,10,7
1242,2021-02-18,90,142,2,5,7
1243,2022-02-25,146,117,2,10,1
1244,2023-01-04,171,19,1,5,10
1245,2019-01-27,98,40,3,20,2
1246,2021-04-08,192,187,2,5,6
1247,2021-09-29,192,249,3,0,1
1248,2019-03-21,37,151,2,0,1
1249,2020-02-02,290,239,2,20,10
1250,2020-12-14,131,246,3,10,4
1251,2019-04-29,189,126,2,15,4
1252,2020-05-20,218,238,2,0,4
1253,2022-12-18,186,9,1,15,9
1254,2022-05-24,76,179,3,5,7
1255,2022-05-18,131,38,3,10,3
1256,2019-08-28,83,216,1,20,2
1257,2022-12-17,197,165,1,10,1
1258,2019-12-06,97,133,2,20,1
1259,2021-12-27,155,65,2,15,5
1260,2021-04-22,158,151,3,20,4
1261,2022-07-26,46,223,2,10,12
1262,2023-03-14,74,209,3,0,7
1263,2019-12-11,158,102,2,20,2
1264,2023-05-04,50,1,2,15,12
1265,2020-08-13,214,135,2,15,9
1266,2020-01-17,91,44,1,15,11
1267,2021-10-26,250,51,2,0,10
1268,2020-02-16,109,146,3,0,10
1269,2023-11-21,99,47,2,5,7
1270,2019-12-07,56,161,2,0,9
1271,2020-07-20,194,22,2,0,12
1272,2021-09-05,300,8,3,5,3
1273,2019-05-06,52,195,1,0,2
1274,2019-07-18,299,171,3,0,2
1275,2022-05-19,4,203,2,10,1
1276,2023-03-31,249,239,3,0,6
1277,2022-10-28,173,110,2,0,11
1278,2022-09-24,123,210,2,5,11
1279,2023-11-24,30,157,1,0,11
1280,2021-04-02,234,1,1,15,4
1281,2020-07-26,63,7,1,15,5
1282,2022-11-06,232,95,2,15,8
1283,2020-01-20,212,132,3,0,9
1284,2022-07-21,165,246,1,0,2
1285,2021-06-28,167,249,3,0,9
1286,2022-06-08,205,125,1,20,4
1287,2022-09-10,220,90,3,20,6
1288,2021-02-27,52,232,3,0,4
1289,2023-11-30,74,50,3,10,5
1290,2021-10-16,17,130,1,20,10
1291,2019-12-11,281,78,1,5,6
1292,2020-05-13,277,124,1,0,3
1293,2021-06-09,46,193,1,15,12
1294,2023-04-19,168,42,1,0,1
1295,2021-09-02,132,185,1,15,9
1296,2022-07-21,70,171,2,15,5
1297,2022-03-25,171,24,3,20,3
1298,2023-01-09,176,17,3,15,1
1299,2022-08-08,196,186,3,20,9
1300,2020-04-02,224,248,1,0,3
1301,2019-07-02,45,75,3,0,12
1302,2019-08-26,97,152,2,10,4
1303,2022-03-27,161,33,1,15,1
1304,2022-01-01,32,80,2,0,8
1305,2023-06-22,164,109,1,15,11
1306,2021-03-20,114,134,3,0,12
1307,2019-10-24,236,219,2,20,11
1308,2022-10-24,113,215,1,5,6
1309,2023-03-10,146,154,3,15,10
1310,2021-10-25,164,9,1,15,7
1311,2022-07-16,294,71,1,20,6
1312,2021-02-10,150,127,2,0,4
1313,2023-07-18,108,40,3,0,4
1314,2023-10-21,27,189,3,5,10
1315,2023-10-04,154,101,1,0,9
1316,2021-05-15,201,141,2,15,11
1317,2019-05-28,201,90,3,10,1
1318,2020-02-04,145,73,3,15,4
1319,2020-10-24,50,101,3,20,10
1320,2020-09-14,28,222,3,5,4
1321,2021-06-23,296,42,2,15,10
1322,2020-03-22,75,75,3,20,3
1323,2023-01-26,5,51,3,20,11
1324,2021-05-24,76,27,1,15,1
1325,2020-12-29,29,238,1,5,12
1326,2021-11-21,27,242,2,15,12
1327,2022-07-08,223,152,2,15,10
1328,2020-05-08,18,63,2,5,12
1329,2023-03-07,89,78,3,5,9
1330,2023-11-07,46,204,3,20,6
1331,2022-08-30,141,98,2,5,9
1332,2019-06-19,62,3,2,0,12
1333,2019-02-17,261,165,3,10,3
1334,2022-11-21,246,147,1,15,7
1335,2021-09-18,93,204,3,15,1
1336,2019-09-14,153,112,2,0,8
1337,2021-04-10,276,17,3,20,10
1338,2023-08-02,202,6,3,10,5
1339,2023-09-11,33,126,3,10,5
1340,2022-09-10,64,183,1,0,3
1341,2022-02-10,93,221,2,5,2
1342,2022-03-23,21,32,3,0,10
1343,2020-06-09,45,42,1,20,5
1344,2020-09-03,64,22,3,0,5
1345,2019-01-01,217,44,2,0,9
1346,2022-09-11,266,12,2,10,7
1347,2022-11-24,296,36,3,0,6
1348,2022-01-07,181,234,1,10,8
1349,2023-08-06,51,177,1,0,9
1350,2020-09-05,97,10,1,20,10
1351,2022-02-04,69,246,3,0,8
1352,2023-02-02,143,92,2,10,10
1353,2020-06-17,282,20,3,5,7
1354,2021-07-23,84,232,2,0,1
1355,2019-10-21,218,174,1,10,4
1356,2022-11-28,138,19,1,15,9
1357,2022-09-08,191,183,3,15,8
1358,2023-08-10,84,155,2,0,1
1359,2019-02-23,223,202,1,10,1
1360,2021-12-24,139,20,3,0,12
1361,2020-11-05,209,141,1,15,12
1362,2019-10-27,171,93,1,20,7
1363,2021-02-11,6,71,2,0,12
1364,2019-12-26,54,244,3,10,12
1365,2023-08-10,157,225,2,20,8
1366,2022-12-05,271,25,2,10,11
1367,2019-07-22,139,142,1,0,8
1368,2020-12-07,200,82,3,20,10
1369,2022-05-02,273,174,2,20,5
1370,2019-01-20,66,123,3,15,7
1371,2019-09-16,80,183,2,0,9
1372,2023-01-25,137,146,2,15,2
1373,2022-05-31,128,182,3,5,9
1374,2020-12-25,94,118,2,20,6
1375,2021-05-26,147,129,3,10,7
1376,2022-07-25,118,226,1,20,7
1377,2023-04-28,157,243,1,0,1
1378,2023-02-03,41,163,1,0,12
1379,2019-06-23,295,43,2,15,2
1380,2021-05-18,253,142,3,15,2
1381,2021-10-16,70,239,3,10,6
1382,2019-09-13,273,174,1,5,4
1383,2019-01-15,98,158,2,15,4
1384,2020-12-07,274,180,3,0,4
1385,2022-06-01,271,170,3,0,9
1386,2023-04-14,87,115,1,10,9
1387,2023-09-16,39,45,3,0,11
1388,2021-10-11,27,91,1,5,1
1389,2022-10-22,58,96,3,0,11
1390,2020-09-04,61,218,2,5,7
1391,2023-02-20,110,68,3,15,2
1392,2022-08-09,112,101,1,10,7
1393,2023-10-04,238,240,1,5,8
1394,2021-07-31,4,92,2,0,8
1395,2020-12-17,55,91,1,15,2
1396,2019-07-27,182,103,2,5,2
1397,2021-11-19,44,51,2,0,5
1398,2019-11-15,250,32,3,20,2
1399,2021-03-20,116,65,2,0,6
1400,2022-01-03,220,94,2,20,10
1401,2023-09-16,225,28,1,5,9
1402,2021-06-07,182,36,2,0,4
1403,2020-01-24,102,227,1,0,12
1404,2023-03-04,203,35,1,0,1
1405,2022-09-24,102,42,1,0,6
1406,2021-10-11,251,108,3,20,5
1407,2023-03-19,66,183,2,20,11
1408,2019-08-13,200,129,1,0,10
1409,2021-10-21,80,33,3,0,11
1410,2023-08-27,27,61,2,0,9
1411,2021-09-10,5,250,2,0,1
1412,2020-05-22,43,125,1,10,1
1413,2020-05-25,262,187,1,0,10
1414,2020-05-21,135,222,2,15,4
1415,2023-05-23,243,51,1,20,4
1416,2020-01-07,258,180,3,0,8
1417,2019-09-04,77,162,2,0,3
1418,2019-10-27,141,10,1,5,3
1419,2023-11-06,103,158,2,0,12
1420,2022-12-04,269,105,1,15,7
1421,2021-09-08,173,57,3,0,1
1422,2019-08-14,27,110,2,0,7
1423,2021-05-06,180,72,2,0,4
1424,2019-03-25,25,230,1,0,10
1425,2020-08-07,165,170,2,5,3
1426,2020-01-14,52,233,2,0,1
1427,2019-08-17,172,94,3,0,7
1428,2020-11-09,283,4,3,0,10
1429,2023-05-14,186,208,3,10,4
1430,2022-08-24,191,155,1,0,3
1431,2019-08-06,197,150,3,0,12
1432,2022-04-16,62,191,1,15,2
1433,2019-06-03,229,50,3,10,12
1434,2021-08-29,155,88,1,20,4
1435,2019-09-19,79,137,2,0,2
1436,2020-12-12,130,141,2,0,5
1437,2019-05-19,61,162,2,5,1
1438,2019-12-08,258,135,2,10,2
1439,2019-04-04,67,179,1,10,7
1440,2023-07-27,98,204,2,5,4
1441,2019-06-03,273,176,2,0,5
1442,2022-02-25,261,193,2,20,1
1443,2020-01-12,140,103,1,0,3
1444,2022-11-27,112,147,3,0,8
